groupcode,schoolname,GroupLeader,FirstName,LastName,age,Gender,eventcode,eventname,score
G020,"Nash Richard High","Shelley Benjamin",Kane,Black,16,M,E013,"Standing Long Jump",206
G020,"Nash Richard High","Shelley Benjamin",Kane,Black,16,M,E015,"Softball Throw",4000
G020,"Nash Richard High","Shelley Benjamin",Moses,Sweeney,12,M,E001,"50 Meter Dash",14
G020,"Nash Richard High","Shelley Benjamin",Moses,Sweeney,12,M,E015,"Softball Throw",5100
G020,"Nash Richard High","Shelley Benjamin",Nasim,Blevins,16,M,E001,"50 Meter Dash",13
G020,"Nash Richard High","Shelley Benjamin",Nasim,Blevins,16,M,E013,"Standing Long Jump",300
G020,"Nash Richard High","Shelley Benjamin",Tarik,Best,13,M,E001,"50 Meter Dash",12
G020,"Nash Richard High","Shelley Benjamin",Tarik,Best,13,M,E015,"Softball Throw",5700
G021,"Mohammad Farley Mid","Hanae Gates",Chloe,Lawrence,13,F,E003,"200 Meter Dash",40
G021,"Mohammad Farley Mid","Hanae Gates",Chloe,Lawrence,13,F,E015,"Softball Throw",1500
G021,"Mohammad Farley Mid","Hanae Gates",Frances,Hester,15,F,E001,"50 Meter Dash",40
G021,"Mohammad Farley Mid","Hanae Gates",Frances,Hester,15,F,E015,"Softball Throw",1500
G021,"Mohammad Farley Mid","Hanae Gates",Joy,Raymond,13,F,E002,"100 Meter Dash",50
G021,"Mohammad Farley Mid","Hanae Gates",Joy,Raymond,13,F,E015,"Softball Throw",1900
G021,"Mohammad Farley Mid","Hanae Gates",Nora,Branch,14,F,E001,"50 Meter Dash",50
G021,"Mohammad Farley Mid","Hanae Gates",Nora,Branch,14,F,E015,"Softball Throw",2000
G022,"Julian Patton Mid","Gretchen Neal",Amir,Vance,15,M,E001,"50 Meter Dash",23
G022,"Julian Patton Mid","Gretchen Neal",Amir,Vance,15,M,E015,"Softball Throw",600
G022,"Julian Patton Mid","Gretchen Neal",Blaze,Greene,15,M,E001,"50 Meter Dash",25
G022,"Julian Patton Mid","Gretchen Neal",Blaze,Greene,15,M,E015,"Softball Throw",500
G022,"Julian Patton Mid","Gretchen Neal",Demetrius,Odom,14,M,E001,"50 Meter Dash",23
G022,"Julian Patton Mid","Gretchen Neal",Demetrius,Odom,14,M,E015,"Softball Throw",500
G022,"Julian Patton Mid","Gretchen Neal",Denton,Waters,15,M,E001,"50 Meter Dash",23
G022,"Julian Patton Mid","Gretchen Neal",Denton,Waters,15,M,E015,"Softball Throw",500
G022,"Julian Patton Mid","Gretchen Neal",Emerson,Roberson,14,M,E001,"50 Meter Dash",23
G022,"Julian Patton Mid","Gretchen Neal",Emerson,Roberson,14,M,E013,"Standing Long Jump",200
G022,"Julian Patton Mid","Gretchen Neal",Herman,Weber,16,M,E001,"50 Meter Dash",25
G022,"Julian Patton Mid","Gretchen Neal",Herman,Weber,16,M,E015,"Softball Throw",400
G022,"Julian Patton Mid","Gretchen Neal",Hyatt,Whitaker,15,M,E001,"50 Meter Dash",23
G022,"Julian Patton Mid","Gretchen Neal",Hyatt,Whitaker,15,M,E013,"Standing Long Jump",301
G022,"Julian Patton Mid","Gretchen Neal",Jack,Padilla,14,M,E001,"50 Meter Dash",25
G022,"Julian Patton Mid","Gretchen Neal",Jack,Padilla,14,M,E015,"Softball Throw",500
G022,"Julian Patton Mid","Gretchen Neal",Jermaine,Henson,13,M,E001,"50 Meter Dash",26
G022,"Julian Patton Mid","Gretchen Neal",Jermaine,Henson,13,M,E015,"Softball Throw",300
G022,"Julian Patton Mid","Gretchen Neal",Peter,Taylor,15,M,E001,"50 Meter Dash",26
G022,"Julian Patton Mid","Gretchen Neal",Peter,Taylor,15,M,E015,"Softball Throw",300
G022,"Julian Patton Mid","Gretchen Neal",Rafael,Bruce,16,M,E013,"Standing Long Jump",6
G022,"Julian Patton Mid","Gretchen Neal",Rafael,Bruce,16,M,E015,"Softball Throw",400
G022,"Julian Patton Mid","Gretchen Neal",Stone,Knight,14,M,E013,"Standing Long Jump",300
G022,"Julian Patton Mid","Gretchen Neal",Stone,Knight,14,M,E015,"Softball Throw",500
G022,"Julian Patton Mid","Gretchen Neal",Yasir,Simmons,15,M,E013,"Standing Long Jump",200
G022,"Julian Patton Mid","Gretchen Neal",Yasir,Simmons,15,M,E015,"Softball Throw",500
G022,"Julian Patton Mid","Neville Wade",Carl,Dominguez,13,M,E007,"100 Meter Walk",58
G022,"Julian Patton Mid","Neville Wade",Carl,Dominguez,13,M,E015,"Softball Throw",204
G022,"Julian Patton Mid","Neville Wade",Cedric,Castaneda,16,M,E001,"50 Meter Dash",52
G022,"Julian Patton Mid","Neville Wade",Cedric,Castaneda,16,M,E015,"Softball Throw",403
G022,"Julian Patton Mid","Neville Wade",Ferris,Serrano,15,M,E002,"100 Meter Dash",22
G022,"Julian Patton Mid","Neville Wade",Ferris,Serrano,15,M,E015,"Softball Throw",1200
G022,"Julian Patton Mid","Neville Wade",Graham,Lyons,15,M,E002,"100 Meter Dash",102
G022,"Julian Patton Mid","Neville Wade",Graham,Lyons,15,M,E015,"Softball Throw",403
G022,"Julian Patton Mid","Neville Wade",Kato,Campos,14,M,E001,"50 Meter Dash",46
G022,"Julian Patton Mid","Neville Wade",Kato,Campos,14,M,E015,"Softball Throw",302
G022,"Julian Patton Mid","Neville Wade",Noble,Woodard,13,M,E007,"100 Meter Walk",131
G022,"Julian Patton Mid","Neville Wade",Noble,Woodard,13,M,E015,"Softball Throw",304
G022,"Julian Patton Mid","Neville Wade",Orlando,Adkins,14,M,E015,"Softball Throw",1002
G022,"Julian Patton Mid","Neville Wade",Orlando,Adkins,14,M,E017,"25 M Wheelchair",31
G022,"Julian Patton Mid","Thomas Melendez",Germaine,Tran,15,F,E013,"Standing Long Jump",408
G022,"Julian Patton Mid","Thomas Melendez",Germaine,Tran,15,F,E015,"Softball Throw",1502
G022,"Julian Patton Mid","Thomas Melendez",Iona,Gray,15,F,E017,"25 M Wheelchair",21
G022,"Julian Patton Mid","Thomas Melendez",Iona,Gray,15,F,E018,"Wheelchair Shot Put",2507
G022,"Julian Patton Mid","Thomas Melendez",Lacey,Cantrell,15,F,E002,"100 Meter Dash",105
G022,"Julian Patton Mid","Thomas Melendez",Lacey,Cantrell,15,F,E015,"Softball Throw",2503
G022,"Julian Patton Mid","Thomas Melendez",Mira,Francis,15,F,E002,"100 Meter Dash",55
G022,"Julian Patton Mid","Thomas Melendez",Mira,Francis,15,F,E013,"Standing Long Jump",407
G022,"Julian Patton Mid","Thomas Melendez",Odette,Ferrell,14,F,E013,"Standing Long Jump",502
G022,"Julian Patton Mid","Thomas Melendez",Odette,Ferrell,14,F,E015,"Softball Throw",3504
G022,"Julian Patton Mid","Thomas Melendez",Quintessa,Heath,16,F,E003,"200 Meter Dash",130
G022,"Julian Patton Mid","Thomas Melendez",Quintessa,Heath,16,F,E013,"Standing Long Jump",510
G022,"Julian Patton Mid","Thomas Melendez",Samantha,Chang,17,F,E002,"100 Meter Dash",45
G022,"Julian Patton Mid","Thomas Melendez",Samantha,Chang,17,F,E013,"Standing Long Jump",502
G022,"Julian Patton Mid","Thomas Melendez",Ursa,Waters,15,F,E002,"100 Meter Dash",35
G022,"Julian Patton Mid","Thomas Melendez",Ursa,Waters,15,F,E013,"Standing Long Jump",508
G023,"Frances Sellers Mid","Quentin Bennett",Adria,Gomez,16,F,E002,"100 Meter Dash",40
G023,"Frances Sellers Mid","Quentin Bennett",Adria,Gomez,16,F,E015,"Softball Throw",2608
G023,"Frances Sellers Mid","Quentin Bennett",Amena,Shepherd,17,F,E001,"50 Meter Dash",19
G023,"Frances Sellers Mid","Quentin Bennett",Amena,Shepherd,17,F,E015,"Softball Throw",2307
G023,"Frances Sellers Mid","Quentin Bennett",Ashely,Sloan,12,F,E002,"100 Meter Dash",30
G023,"Frances Sellers Mid","Quentin Bennett",Ashely,Sloan,12,F,E015,"Softball Throw",1501
G023,"Frances Sellers Mid","Quentin Bennett",Blossom,Hendrix,15,F,E002,"100 Meter Dash",46
G023,"Frances Sellers Mid","Quentin Bennett",Blossom,Hendrix,15,F,E015,"Softball Throw",1604
G023,"Frances Sellers Mid","Quentin Bennett",Courtney,Suarez,13,F,E002,"100 Meter Dash",32
G023,"Frances Sellers Mid","Quentin Bennett",Courtney,Suarez,13,F,E015,"Softball Throw",3909
G023,"Frances Sellers Mid","Quentin Bennett",Dara,Rodgers,13,F,E002,"100 Meter Dash",24
G023,"Frances Sellers Mid","Quentin Bennett",Dara,Rodgers,13,F,E015,"Softball Throw",6309
G023,"Frances Sellers Mid","Quentin Bennett",Darryl,Spencer,13,F,E002,"100 Meter Dash",19
G023,"Frances Sellers Mid","Quentin Bennett",Darryl,Spencer,13,F,E011,"Run Long Jump",804
G023,"Frances Sellers Mid","Quentin Bennett",Eliana,Christensen,14,F,E002,"100 Meter Dash",30
G023,"Frances Sellers Mid","Quentin Bennett",Eliana,Christensen,14,F,E015,"Softball Throw",1807
G023,"Frances Sellers Mid","Quentin Bennett",Fallon,Davenport,14,F,E002,"100 Meter Dash",20
G023,"Frances Sellers Mid","Quentin Bennett",Fallon,Davenport,14,F,E011,"Run Long Jump",408
G023,"Frances Sellers Mid","Quentin Bennett",Iris,Spencer,16,F,E002,"100 Meter Dash",28
G023,"Frances Sellers Mid","Quentin Bennett",Iris,Spencer,16,F,E011,"Run Long Jump",506
G023,"Frances Sellers Mid","Quentin Bennett",Lacy,Wilcox,16,F,E002,"100 Meter Dash",22
G023,"Frances Sellers Mid","Quentin Bennett",Lacy,Wilcox,16,F,E011,"Run Long Jump",704
G023,"Frances Sellers Mid","Quentin Bennett",Larissa,Harmon,15,F,E002,"100 Meter Dash",28
G023,"Frances Sellers Mid","Quentin Bennett",Larissa,Harmon,15,F,E015,"Softball Throw",4307
G023,"Frances Sellers Mid","Quentin Bennett",Mary,Grimes,15,F,E002,"100 Meter Dash",23
G023,"Frances Sellers Mid","Quentin Bennett",Mary,Grimes,15,F,E015,"Softball Throw",4705
G023,"Frances Sellers Mid","Quentin Bennett",Meredith,Kinney,13,F,E002,"100 Meter Dash",36
G023,"Frances Sellers Mid","Quentin Bennett",Meredith,Kinney,13,F,E015,"Softball Throw",2409
G023,"Frances Sellers Mid","Quentin Bennett",Minerva,Steele,12,F,E002,"100 Meter Dash",28
G023,"Frances Sellers Mid","Quentin Bennett",Minerva,Steele,12,F,E015,"Softball Throw",3304
G023,"Frances Sellers Mid","Quentin Bennett",Rebekah,Randall,13,F,E002,"100 Meter Dash",33
G023,"Frances Sellers Mid","Quentin Bennett",Rebekah,Randall,13,F,E015,"Softball Throw",3307
G023,"Frances Sellers Mid","Quentin Bennett",Robin,Lee,13,F,E002,"100 Meter Dash",37
G023,"Frances Sellers Mid","Quentin Bennett",Robin,Lee,13,F,E015,"Softball Throw",1803
G023,"Frances Sellers Mid","Quentin Bennett",Ruby,Aguirre,12,F,E002,"100 Meter Dash",27
G023,"Frances Sellers Mid","Quentin Bennett",Ruby,Aguirre,12,F,E015,"Softball Throw",3106
G023,"Frances Sellers Mid","Quentin Bennett",Shelley,Knapp,16,F,E002,"100 Meter Dash",46
G023,"Frances Sellers Mid","Quentin Bennett",Shelley,Knapp,16,F,E015,"Softball Throw",1305
G024,"Solomon Brock Mid","Remedios Keller",Ann,Griffin,13,F,E001,"50 Meter Dash",12
G024,"Solomon Brock Mid","Remedios Keller",Ann,Griffin,13,F,E011,"Run Long Jump",200
G024,"Solomon Brock Mid","Remedios Keller",Calista,Waller,14,F,E001,"50 Meter Dash",12
G024,"Solomon Brock Mid","Remedios Keller",Calista,Waller,14,F,E011,"Run Long Jump",200
G024,"Solomon Brock Mid","Remedios Keller",Daphne,Lloyd,16,F,E001,"50 Meter Dash",10
G024,"Solomon Brock Mid","Remedios Keller",Daphne,Lloyd,16,F,E011,"Run Long Jump",200
G024,"Solomon Brock Mid","Remedios Keller",Delilah,Deleon,13,F,E002,"100 Meter Dash",20
G024,"Solomon Brock Mid","Remedios Keller",Delilah,Deleon,13,F,E015,"Softball Throw",2300
G024,"Solomon Brock Mid","Remedios Keller",Doris,Henderson,14,F,E007,"100 Meter Walk",104
G024,"Solomon Brock Mid","Remedios Keller",Doris,Henderson,14,F,E015,"Softball Throw",3000
G024,"Solomon Brock Mid","Remedios Keller",Fredericka,Burton,15,F,E002,"100 Meter Dash",19
G024,"Solomon Brock Mid","Remedios Keller",Fredericka,Burton,15,F,E015,"Softball Throw",8500
G024,"Solomon Brock Mid","Remedios Keller",Georgia,Melton,15,F,E001,"50 Meter Dash",10
G024,"Solomon Brock Mid","Remedios Keller",Georgia,Melton,15,F,E011,"Run Long Jump",404
G024,"Solomon Brock Mid","Remedios Keller",Halla,Petty,15,F,E007,"100 Meter Walk",112
G024,"Solomon Brock Mid","Remedios Keller",Halla,Petty,15,F,E015,"Softball Throw",1200
G024,"Solomon Brock Mid","Remedios Keller",Jorden,Mercado,17,F,E007,"100 Meter Walk",104
G024,"Solomon Brock Mid","Remedios Keller",Jorden,Mercado,17,F,E015,"Softball Throw",2000
G024,"Solomon Brock Mid","Remedios Keller",Jorden,York,15,F,E001,"50 Meter Dash",9
G024,"Solomon Brock Mid","Remedios Keller",Jorden,York,15,F,E011,"Run Long Jump",307
G024,"Solomon Brock Mid","Remedios Keller",Joy,Whitney,14,F,E002,"100 Meter Dash",20
G024,"Solomon Brock Mid","Remedios Keller",Joy,Whitney,14,F,E015,"Softball Throw",4700
G024,"Solomon Brock Mid","Remedios Keller",Kirestin,Bowers,16,F,E001,"50 Meter Dash",10
G024,"Solomon Brock Mid","Remedios Keller",Kirestin,Bowers,16,F,E015,"Softball Throw",6500
G024,"Solomon Brock Mid","Remedios Keller",Kitra,Haynes,15,F,E001,"50 Meter Dash",12
G024,"Solomon Brock Mid","Remedios Keller",Kitra,Haynes,15,F,E015,"Softball Throw",7900
G024,"Solomon Brock Mid","Remedios Keller",MacKensie,Mack,15,F,E002,"100 Meter Dash",17
G024,"Solomon Brock Mid","Remedios Keller",MacKensie,Mack,15,F,E015,"Softball Throw",2000
G024,"Solomon Brock Mid","Remedios Keller",Mia,Nicholson,13,F,E001,"50 Meter Dash",11
G024,"Solomon Brock Mid","Remedios Keller",Mia,Nicholson,13,F,E011,"Run Long Jump",200
G024,"Solomon Brock Mid","Remedios Keller",Myra,Gilmore,14,F,E001,"50 Meter Dash",13
G024,"Solomon Brock Mid","Remedios Keller",Myra,Gilmore,14,F,E013,"Standing Long Jump",303
G024,"Solomon Brock Mid","Remedios Keller",Phyllis,Brown,14,F,E001,"50 Meter Dash",9
G024,"Solomon Brock Mid","Remedios Keller",Phyllis,Brown,14,F,E011,"Run Long Jump",707
G024,"Solomon Brock Mid","Remedios Keller",Quintessa,Villarreal,16,F,E001,"50 Meter Dash",15
G024,"Solomon Brock Mid","Remedios Keller",Quintessa,Villarreal,16,F,E015,"Softball Throw",3000
G024,"Solomon Brock Mid","Remedios Keller",Sacha,Martinez,14,F,E002,"100 Meter Dash",18
G024,"Solomon Brock Mid","Remedios Keller",Sacha,Martinez,14,F,E013,"Standing Long Jump",200
G024,"Solomon Brock Mid","Remedios Keller",Serena,Gomez,15,F,E001,"50 Meter Dash",9
G024,"Solomon Brock Mid","Remedios Keller",Serena,Gomez,15,F,E011,"Run Long Jump",509
G024,"Solomon Brock Mid","Remedios Keller",Serina,Curry,14,F,E001,"50 Meter Dash",9
G024,"Solomon Brock Mid","Remedios Keller",Serina,Curry,14,F,E011,"Run Long Jump",300
G024,"Solomon Brock Mid","Remedios Keller",Willa,Downs,13,F,E001,"50 Meter Dash",8
G024,"Solomon Brock Mid","Remedios Keller",Willa,Downs,13,F,E011,"Run Long Jump",206
G025,"Ivan Leonard Mid","Marah Rowe",Camille,Duffy,13,F,E007,"100 Meter Walk",120
G025,"Ivan Leonard Mid","Marah Rowe",Camille,Duffy,13,F,E015,"Softball Throw",1000
G025,"Ivan Leonard Mid","Marah Rowe",Chastity,Pena,14,F,E002,"100 Meter Dash",46
G025,"Ivan Leonard Mid","Marah Rowe",Chastity,Pena,14,F,E013,"Standing Long Jump",208
G025,"Ivan Leonard Mid","Marah Rowe",Jana,Malone,15,F,E002,"100 Meter Dash",45
G025,"Ivan Leonard Mid","Marah Rowe",Jana,Malone,15,F,E013,"Standing Long Jump",302
G025,"Ivan Leonard Mid","Marah Rowe",Kirsten,Harmon,14,F,E002,"100 Meter Dash",40
G025,"Ivan Leonard Mid","Marah Rowe",Kirsten,Harmon,14,F,E013,"Standing Long Jump",305
G025,"Ivan Leonard Mid","Marah Rowe",Shaine,Oliver,13,F,E007,"100 Meter Walk",253
G025,"Ivan Leonard Mid","Marah Rowe",Shaine,Oliver,13,F,E015,"Softball Throw",902
G025,"Ivan Leonard Mid","Marah Rowe",Xyla,Hines,16,F,E003,"200 Meter Dash",30
G025,"Ivan Leonard Mid","Marah Rowe",Xyla,Hines,16,F,E013,"Standing Long Jump",305
G025,"Ivan Leonard Mid","Zephania Cash",Charissa,Hicks,14,F,E013,"Standing Long Jump",303
G025,"Ivan Leonard Mid","Zephania Cash",Charissa,Hicks,14,F,E015,"Softball Throw",2400
G025,"Ivan Leonard Mid","Zephania Cash",Emma,King,16,F,E013,"Standing Long Jump",306
G025,"Ivan Leonard Mid","Zephania Cash",Emma,King,16,F,E015,"Softball Throw",2300
G025,"Ivan Leonard Mid","Zephania Cash",Hanna,Bryant,14,F,E013,"Standing Long Jump",400
G025,"Ivan Leonard Mid","Zephania Cash",Hanna,Bryant,14,F,E015,"Softball Throw",4500
G025,"Ivan Leonard Mid","Zephania Cash",Mary,Mcpherson,13,F,E013,"Standing Long Jump",300
G025,"Ivan Leonard Mid","Zephania Cash",Mary,Mcpherson,13,F,E015,"Softball Throw",1000
G026,"Marvin Monroe Mid","Ainsley Brock",Avye,Trujillo,14,F,E002,"100 Meter Dash",56
G026,"Marvin Monroe Mid","Ainsley Brock",Avye,Trujillo,14,F,E015,"Softball Throw",6202
G026,"Marvin Monroe Mid","Ainsley Brock",Casey,Huffman,16,F,E002,"100 Meter Dash",52
G026,"Marvin Monroe Mid","Ainsley Brock",Casey,Huffman,16,F,E015,"Softball Throw",3402
G026,"Marvin Monroe Mid","Ainsley Brock",Chava,Horne,15,F,E002,"100 Meter Dash",49
G026,"Marvin Monroe Mid","Ainsley Brock",Chava,Horne,15,F,E015,"Softball Throw",3405
G026,"Marvin Monroe Mid","Ainsley Brock",Doris,Whitley,14,F,E002,"100 Meter Dash",49
G026,"Marvin Monroe Mid","Ainsley Brock",Doris,Whitley,14,F,E015,"Softball Throw",2703
G026,"Marvin Monroe Mid","Ainsley Brock",Dorothy,Brennan,16,F,E002,"100 Meter Dash",44
G026,"Marvin Monroe Mid","Ainsley Brock",Dorothy,Brennan,16,F,E015,"Softball Throw",4806
G026,"Marvin Monroe Mid","Ainsley Brock",Kelsey,Mcclure,13,F,E002,"100 Meter Dash",48
G026,"Marvin Monroe Mid","Ainsley Brock",Kelsey,Mcclure,13,F,E015,"Softball Throw",4704
G026,"Marvin Monroe Mid","Ainsley Brock",Lenore,Kirk,15,F,E001,"50 Meter Dash",27
G026,"Marvin Monroe Mid","Ainsley Brock",Lenore,Kirk,15,F,E015,"Softball Throw",3107
G026,"Marvin Monroe Mid","Ainsley Brock",Maya,Ellis,15,F,E002,"100 Meter Dash",33
G026,"Marvin Monroe Mid","Ainsley Brock",Maya,Ellis,15,F,E015,"Softball Throw",5005
G026,"Marvin Monroe Mid","Ainsley Brock",Shaeleigh,Booker,16,F,E001,"50 Meter Dash",26
G026,"Marvin Monroe Mid","Ainsley Brock",Shaeleigh,Booker,16,F,E015,"Softball Throw",4004
G026,"Marvin Monroe Mid","Ainsley Brock",Yvonne,Mcclain,15,F,E002,"100 Meter Dash",38
G026,"Marvin Monroe Mid","Ainsley Brock",Yvonne,Mcclain,15,F,E015,"Softball Throw",5804
G027,"Janna Alford High","Steel Mcclain",Ann,Browning,14,F,E003,"200 Meter Dash",45
G027,"Janna Alford High","Steel Mcclain",Ann,Browning,14,F,E014,"Shot Put",1900
G027,"Janna Alford High","Steel Mcclain",Brittany,George,14,F,E003,"200 Meter Dash",48
G027,"Janna Alford High","Steel Mcclain",Brittany,George,14,F,E014,"Shot Put",1108
G027,"Janna Alford High","Steel Mcclain",Gemma,Craft,15,F,E001,"50 Meter Dash",7
G027,"Janna Alford High","Steel Mcclain",Gemma,Craft,15,F,E015,"Softball Throw",5008
G027,"Janna Alford High","Steel Mcclain",Geraldine,Winters,12,F,E003,"200 Meter Dash",47
G027,"Janna Alford High","Steel Mcclain",Geraldine,Winters,12,F,E015,"Softball Throw",6008
G027,"Janna Alford High","Steel Mcclain",Guinevere,Flowers,14,F,E001,"50 Meter Dash",6
G027,"Janna Alford High","Steel Mcclain",Guinevere,Flowers,14,F,E015,"Softball Throw",2203
G027,"Janna Alford High","Steel Mcclain",Hilary,Conway,15,F,E002,"100 Meter Dash",19
G027,"Janna Alford High","Steel Mcclain",Hilary,Conway,15,F,E015,"Softball Throw",6200
G027,"Janna Alford High","Steel Mcclain",Ila,Vinson,15,F,E001,"50 Meter Dash",8
G027,"Janna Alford High","Steel Mcclain",Ila,Vinson,15,F,E014,"Shot Put",1408
G027,"Janna Alford High","Steel Mcclain",Madison,Rogers,12,F,E015,"Softball Throw",3402
G027,"Janna Alford High","Steel Mcclain",Madison,Rogers,12,F,E099,"Olympic Town",0
G027,"Janna Alford High","Steel Mcclain",Natalie,Deleon,17,F,E013,"Standing Long Jump",402
G027,"Janna Alford High","Steel Mcclain",Natalie,Deleon,17,F,E015,"Softball Throw",4104
G027,"Janna Alford High","Steel Mcclain",Quemby,Cantrell,15,F,E001,"50 Meter Dash",6
G027,"Janna Alford High","Steel Mcclain",Quemby,Cantrell,15,F,E015,"Softball Throw",2508
G027,"Janna Alford High","Steel Mcclain",Sierra,Pierce,15,F,E099,"Olympic Town",0
G028,"Ali Albert Mid","Haley Wade",Blossom,Mcdonald,16,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Blossom,Mcdonald,16,F,E013,"Standing Long Jump",210
G028,"Ali Albert Mid","Haley Wade",Britanni,Hunt,20,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Britanni,Hunt,20,F,E013,"Standing Long Jump",205
G028,"Ali Albert Mid","Haley Wade",Chloe,Christian,19,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Chloe,Christian,19,F,E013,"Standing Long Jump",401
G028,"Ali Albert Mid","Haley Wade",Colleen,Valenzuela,19,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Colleen,Valenzuela,19,F,E013,"Standing Long Jump",402
G028,"Ali Albert Mid","Haley Wade",Darrel,Cunningham,20,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Darrel,Cunningham,20,F,E013,"Standing Long Jump",407
G028,"Ali Albert Mid","Haley Wade",Hanna,Kerr,20,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Hanna,Kerr,20,F,E013,"Standing Long Jump",305
G028,"Ali Albert Mid","Haley Wade",Hilary,Fitzpatrick,21,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Hilary,Fitzpatrick,21,F,E013,"Standing Long Jump",508
G028,"Ali Albert Mid","Haley Wade",Isabelle,Trujillo,20,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Isabelle,Trujillo,20,F,E013,"Standing Long Jump",207
G028,"Ali Albert Mid","Haley Wade",Jacqueline,Justice,17,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Jacqueline,Justice,17,F,E013,"Standing Long Jump",102
G028,"Ali Albert Mid","Haley Wade",Madison,Matthews,16,F,E013,"Standing Long Jump",206
G028,"Ali Albert Mid","Haley Wade",Madison,Matthews,16,F,E099,"Olympic Town",0
G028,"Ali Albert Mid","Haley Wade",Molly,Mcmillan,21,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Molly,Mcmillan,21,F,E013,"Standing Long Jump",206
G028,"Ali Albert Mid","Haley Wade",Penelope,Hardin,21,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Penelope,Hardin,21,F,E013,"Standing Long Jump",204
G028,"Ali Albert Mid","Haley Wade",Robin,Gaines,17,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Robin,Gaines,17,F,E013,"Standing Long Jump",111
G028,"Ali Albert Mid","Haley Wade",Rylee,Smith,17,F,E001,"50 Meter Dash",0
G028,"Ali Albert Mid","Haley Wade",Rylee,Smith,17,F,E013,"Standing Long Jump",210
G029,"Cara Short Mid","Evan Hale",Aurelia,Mayo,19,F,E013,"Standing Long Jump",309
G029,"Cara Short Mid","Evan Hale",Aurelia,Mayo,19,F,E015,"Softball Throw",3300
G029,"Cara Short Mid","Evan Hale",Echo,Bennett,20,F,E001,"50 Meter Dash",9
G029,"Cara Short Mid","Evan Hale",Echo,Bennett,20,F,E015,"Softball Throw",9406
G029,"Cara Short Mid","Evan Hale",Ima,Moody,16,F,E007,"100 Meter Walk",21
G029,"Cara Short Mid","Evan Hale",Ima,Moody,16,F,E015,"Softball Throw",5506
G029,"Cara Short Mid","Evan Hale",Kelsie,Wilkerson,22,F,E001,"50 Meter Dash",18
G029,"Cara Short Mid","Evan Hale",Kelsie,Wilkerson,22,F,E015,"Softball Throw",1309
G029,"Cara Short Mid","Evan Hale",Orli,Hatfield,17,F,E002,"100 Meter Dash",17
G029,"Cara Short Mid","Evan Hale",Orli,Hatfield,17,F,E013,"Standing Long Jump",406
G029,"Cara Short Mid","Evan Hale",Rosalyn,Hall,22,F,E001,"50 Meter Dash",15
G029,"Cara Short Mid","Evan Hale",Rosalyn,Hall,22,F,E015,"Softball Throw",2900
G029,"Cara Short Mid","Evan Hale",Winter,Marshall,17,F,E001,"50 Meter Dash",11
G029,"Cara Short Mid","Evan Hale",Winter,Marshall,17,F,E015,"Softball Throw",7300
G029,"Cara Short Mid","Rosalyn Conway",Autumn,Chandler,18,F,E002,"100 Meter Dash",106
G029,"Cara Short Mid","Rosalyn Conway",Autumn,Chandler,18,F,E015,"Softball Throw",1806
G029,"Cara Short Mid","Rosalyn Conway",Dora,Cunningham,20,F,E002,"100 Meter Dash",26
G029,"Cara Short Mid","Rosalyn Conway",Dora,Cunningham,20,F,E015,"Softball Throw",2707
G029,"Cara Short Mid","Rosalyn Conway",Gisela,Ryan,20,F,E002,"100 Meter Dash",27
G029,"Cara Short Mid","Rosalyn Conway",Gisela,Ryan,20,F,E015,"Softball Throw",2607
G029,"Cara Short Mid","Rosalyn Conway",Lara,Best,19,F,E002,"100 Meter Dash",30
G029,"Cara Short Mid","Rosalyn Conway",Lara,Best,19,F,E015,"Softball Throw",3605
G029,"Cara Short Mid","Rosalyn Conway",Phyllis,Vega,17,F,E008,"400 Meter Walk",358
G029,"Cara Short Mid","Rosalyn Conway",Phyllis,Vega,17,F,E015,"Softball Throw",2206
G029,"Cara Short Mid","Rosalyn Conway",Rhonda,Reese,18,F,E003,"200 Meter Dash",45
G029,"Cara Short Mid","Rosalyn Conway",Rhonda,Reese,18,F,E015,"Softball Throw",3407
G030,"Caleb Sutton Mid","Eagan Griffith",Amal,Mercado,22,M,E002,"100 Meter Dash",26
G030,"Caleb Sutton Mid","Eagan Griffith",Amal,Mercado,22,M,E013,"Standing Long Jump",506
G030,"Caleb Sutton Mid","Eagan Griffith",Arden,Justice,19,M,E001,"50 Meter Dash",19
G030,"Caleb Sutton Mid","Eagan Griffith",Arden,Justice,19,M,E013,"Standing Long Jump",406
